record,year,entry,range,plot,column,block,pblock,pop,entry99,dla1,dla2,dla3,logitdla1,logitdla2,logitdla3,dla1p,dla2p,dla3p,rowqlt,dta
223,1,154,25,95,10,3,20,20,154,5,15,15,-1.278753601,-0.753327667,-0.753327667,0.05,0.15,0.15,1,82
224,1,176,25,96,10,3,20,20,176,10,15,10,-0.954242509,-0.753327667,-0.954242509,0.1,0.15,0.1,1,84
225,1,197,26,25,3,3,2,2,197,1,1,1,-1.995635195,-1.995635195,-1.995635195,0.01,0.01,0.01,1,80
226,1,144,26,32,4,3,2,2,144,20,20,25,-0.602059991,-0.602059991,-0.477121255,0.2,0.2,0.25,1,82
227,1,126,26,36,4,6,7,7,126,15,20,30,-0.753327667,-0.602059991,-0.367976785,0.15,0.2,0.3,1,86
228,1,99,26,41,5,6,7,7,99,10,20,30,-0.954242509,-0.602059991,-0.367976785,0.1,0.2,0.3,1,77
229,1,180,26,45,5,5,7,7,180,20,30,NA,-0.602059991,-0.367976785,NA,0.2,0.3,NA,1,82
230,1,202,26,68,7,1,20,27,20,NA,NA,10,NA,NA,-0.954242509,NA,NA,0.1,1,90
231,1,102,26,94,10,3,20,20,102,10,10,15,-0.954242509,-0.954242509,-0.753327667,0.1,0.1,0.15,1,86
232,1,130,26,96,10,3,20,20,130,10,15,10,-0.954242509,-0.753327667,-0.954242509,0.1,0.15,0.1,1,88
233,1,38,27,33,4,4,2,2,38,5,5,10,-1.278753601,-1.278753601,-0.954242509,0.05,0.05,0.1,1,84
234,1,159,27,48,5,2,7,7,159,5,5,10,-1.278753601,-1.278753601,-0.954242509,0.05,0.05,0.1,1,78
235,1,199,27,49,5,2,7,7,199,5,20,25,-1.278753601,-0.602059991,-0.477121255,0.05,0.2,0.25,1,81
236,1,113,27,62,7,3,7,7,113,10,15,20,-0.954242509,-0.753327667,-0.602059991,0.1,0.15,0.2,1,79
237,1,61,27,74,8,6,20,20,61,5,5,5,-1.278753601,-1.278753601,-1.278753601,0.05,0.05,0.05,1,84
238,1,196,27,91,10,4,20,20,196,10,10,15,-0.954242509,-0.954242509,-0.753327667,0.1,0.1,0.15,1,78
239,1,187,27,92,10,4,20,20,187,5,5,5,-1.278753601,-1.278753601,-1.278753601,0.05,0.05,0.05,1,89
240,1,80,27,97,10,4,20,20,80,15,25,30,-0.753327667,-0.477121255,-0.367976785,0.15,0.25,0.3,1,88
241,1,64,28,39,4,1,7,7,64,10,10,25,-0.954242509,-0.954242509,-0.477121255,0.1,0.1,0.25,1,95
242,1,179,28,41,5,1,7,7,179,10,10,25,-0.954242509,-0.954242509,-0.477121255,0.1,0.1,0.25,1,82
243,1,134,28,45,5,2,7,7,134,15,25,25,-0.753327667,-0.477121255,-0.477121255,0.15,0.25,0.25,1,82
244,1,76,28,61,7,3,7,7,76,15,25,30,-0.753327667,-0.477121255,-0.367976785,0.15,0.25,0.3,1,80
245,1,147,28,69,7,6,20,20,147,15,25,30,-0.753327667,-0.477121255,-0.367976785,0.15,0.25,0.3,1,87
246,1,102,29,18,2,2,11,11,102,10,20,30,-0.954242509,-0.602059991,-0.367976785,0.1,0.2,0.3,1,72
247,1,42,29,31,4,3,11,11,42,15,25,30,-0.753327667,-0.477121255,-0.367976785,0.15,0.25,0.3,1,72
248,1,103,29,37,4,6,9,9,103,0,0,1,-2.298853076,-2.298853076,-1.995635195,0.005,0.005,0.01,1,82
249,1,202,29,44,5,6,9,27,9,1,1,1,-1.995635195,-1.995635195,-1.995635195,0.01,0.01,0.01,1,95
250,1,202,29,70,7,1,15,27,15,5,1,5,-1.278753601,-1.995635195,-1.278753601,0.05,0.01,0.05,1,89
251,1,5,29,71,8,1,15,15,5,1,10,15,-1.995635195,-0.954242509,-0.753327667,0.01,0.1,0.15,1,80
252,1,199,29,91,10,3,15,15,199,NA,5,10,NA,-1.278753601,-0.954242509,NA,0.05,0.1,1,88
253,1,19,29,92,10,3,15,15,19,5,NA,15,-1.278753601,NA,-0.753327667,0.05,NA,0.15,1,83
254,1,92,29,95,10,3,15,15,92,0,0,1,-2.298853076,-2.298853076,-1.995635195,0.005,0.005,0.01,1,83
255,1,120,30,27,3,3,11,11,120,5,10,25,-1.278753601,-0.954242509,-0.477121255,0.05,0.1,0.25,1,72
256,1,176,30,44,5,6,9,9,176,1,5,5,-1.995635195,-1.278753601,-1.278753601,0.01,0.05,0.05,1,88
257,1,100,30,73,8,1,15,15,100,5,10,10,-1.278753601,-0.954242509,-0.954242509,0.05,0.1,0.1,1,85
258,1,17,30,78,8,2,15,15,17,10,10,20,-0.954242509,-0.954242509,-0.602059991,0.1,0.1,0.2,1,81
259,1,94,30,85,9,2,15,15,94,1,1,15,-1.995635195,-1.995635195,-0.753327667,0.01,0.01,0.15,1,91
260,1,118,30,91,10,3,15,15,118,5,5,20,-1.278753601,-1.278753601,-0.602059991,0.05,0.05,0.2,1,79
261,1,15,30,96,10,3,15,15,15,NA,5,15,NA,-1.278753601,-0.753327667,NA,0.05,0.15,1,82
262,1,189,31,15,2,5,11,11,189,10,20,30,-0.954242509,-0.602059991,-0.367976785,0.1,0.2,0.3,1,80
263,1,174,31,16,2,5,11,11,174,5,15,20,-1.278753601,-0.753327667,-0.602059991,0.05,0.15,0.2,1,71
264,1,69,31,68,7,6,15,15,69,5,5,5,-1.278753601,-1.278753601,-1.278753601,0.05,0.05,0.05,1,87
265,1,70,31,69,7,6,15,15,70,5,10,20,-1.278753601,-0.954242509,-0.602059991,0.05,0.1,0.2,1,88
266,1,101,31,74,8,6,15,15,101,NA,1,1,NA,-1.995635195,-1.995635195,NA,0.01,0.01,1,99
267,1,114,31,77,8,6,15,15,114,10,15,35,-0.954242509,-0.753327667,-0.268845312,0.1,0.15,0.35,1,84
268,1,110,31,82,9,5,15,15,110,10,10,5,-0.954242509,-0.954242509,-1.278753601,0.1,0.1,0.05,1,83
269,1,82,32,15,2,5,11,11,82,10,10,25,-0.954242509,-0.954242509,-0.477121255,0.1,0.1,0.25,1,77
270,1,196,32,24,3,4,11,11,196,10,15,30,-0.954242509,-0.753327667,-0.367976785,0.1,0.15,0.3,1,77
271,1,79,32,70,7,6,15,15,79,1,1,15,-1.995635195,-1.995635195,-0.753327667,0.01,0.01,0.15,1,88
272,1,144,32,95,10,4,15,15,144,NA,NA,25,NA,NA,-0.477121255,NA,NA,0.25,1,85
273,1,95,33,2,1,1,14,14,95,15,20,20,-0.753327667,-0.602059991,-0.602059991,0.15,0.2,0.2,1,89
274,1,73,33,8,1,1,14,14,73,15,20,30,-0.753327667,-0.602059991,-0.367976785,0.15,0.2,0.3,1,82
275,1,59,33,18,2,2,14,14,59,20,25,30,-0.602059991,-0.477121255,-0.367976785,0.2,0.25,0.3,1,84
276,1,74,33,21,3,2,14,14,74,10,20,30,-0.954242509,-0.602059991,-0.367976785,0.1,0.2,0.3,1,87
277,1,183,33,25,3,3,14,14,183,15,25,30,-0.753327667,-0.477121255,-0.367976785,0.15,0.25,0.3,1,77
278,1,36,33,32,4,3,14,14,36,20,25,25,-0.602059991,-0.477121255,-0.477121255,0.2,0.25,0.25,1,78
279,1,201,33,33,4,3,14,27,27,15,25,40,-0.753327667,-0.477121255,-0.176091259,0.15,0.25,0.4,1,77
280,1,70,33,34,4,6,23,23,70,20,35,30,-0.602059991,-0.268845312,-0.367976785,0.2,0.35,0.3,1,84
281,1,108,33,35,4,6,23,23,108,25,45,35,-0.477121255,-0.087150176,-0.268845312,0.25,0.45,0.35,1,83
282,1,95,33,41,5,6,23,23,95,20,25,25,-0.602059991,-0.477121255,-0.477121255,0.2,0.25,0.25,1,82
283,1,13,33,61,7,4,23,23,13,15,30,35,-0.753327667,-0.367976785,-0.268845312,0.15,0.3,0.35,1,83
284,1,49,33,63,7,4,23,23,49,20,25,40,-0.602059991,-0.477121255,-0.176091259,0.2,0.25,0.4,1,80
285,1,75,33,65,7,4,23,23,75,NA,20,30,NA,-0.602059991,-0.367976785,NA,0.2,0.3,1,83
286,1,46,34,6,1,1,14,14,46,20,25,35,-0.602059991,-0.477121255,-0.268845312,0.2,0.25,0.35,1,88
287,1,1,34,21,3,2,14,14,1,15,20,30,-0.753327667,-0.602059991,-0.367976785,0.15,0.2,0.3,1,82
288,1,46,34,37,4,6,23,23,46,30,40,40,-0.367976785,-0.176091259,-0.176091259,0.3,0.4,0.4,1,82
289,1,111,34,55,6,5,23,23,111,20,35,45,-0.602059991,-0.268845312,-0.087150176,0.2,0.35,0.45,1,89
290,1,14,34,59,6,4,23,23,14,30,45,50,-0.367976785,-0.087150176,0,0.3,0.45,0.5,1,82
291,1,66,34,65,7,4,23,23,66,20,30,45,-0.602059991,-0.367976785,-0.087150176,0.2,0.3,0.45,1,80
292,1,174,35,26,3,4,14,14,174,15,20,25,-0.753327667,-0.602059991,-0.477121255,0.15,0.2,0.25,1,81
293,1,168,35,29,3,4,14,14,168,10,25,35,-0.954242509,-0.477121255,-0.268845312,0.1,0.25,0.35,1,81
294,1,127,35,41,5,1,23,23,127,10,15,20,-0.954242509,-0.753327667,-0.602059991,0.1,0.15,0.2,1,83
295,1,186,35,42,5,1,23,23,186,25,35,35,-0.477121255,-0.268845312,-0.268845312,0.25,0.35,0.35,1,78
296,1,183,35,50,5,2,23,23,183,20,35,55,-0.602059991,-0.268845312,0.087150176,0.2,0.35,0.55,1,77
297,1,156,35,51,6,2,23,23,156,20,30,40,-0.602059991,-0.367976785,-0.176091259,0.2,0.3,0.4,1,84
298,1,113,35,65,7,3,23,23,113,5,10,30,-1.278753601,-0.954242509,-0.367976785,0.05,0.1,0.3,1,80
299,1,78,36,22,3,5,14,14,78,20,25,35,-0.602059991,-0.477121255,-0.268845312,0.2,0.25,0.35,1,81
300,1,105,36,27,3,4,14,14,105,10,15,15,-0.954242509,-0.753327667,-0.753327667,0.1,0.15,0.15,1,80
301,1,107,36,31,4,4,14,14,107,20,NA,NA,-0.602059991,NA,NA,0.2,NA,NA,1,84
302,1,199,36,34,4,1,23,23,199,25,35,45,-0.477121255,-0.268845312,-0.087150176,0.25,0.35,0.45,1,85
303,1,96,36,35,4,1,23,23,96,20,35,45,-0.602059991,-0.268845312,-0.087150176,0.2,0.35,0.45,1,83
304,1,110,36,38,4,1,23,23,110,5,20,35,-1.278753601,-0.602059991,-0.268845312,0.05,0.2,0.35,1,84
305,1,48,36,51,6,2,23,23,48,15,NA,35,-0.753327667,NA,-0.268845312,0.15,NA,0.35,1,82
306,1,2,36,61,7,3,23,23,2,NA,5,35,NA,-1.278753601,-0.268845312,NA,0.05,0.35,1,76
307,1,123,36,63,7,3,23,23,123,20,35,40,-0.602059991,-0.268845312,-0.176091259,0.2,0.35,0.4,1,82
308,1,181,36,64,7,3,23,23,181,30,40,40,-0.367976785,-0.176091259,-0.176091259,0.3,0.4,0.4,1,84
309,1,116,36,65,7,3,23,23,116,25,40,45,-0.477121255,-0.176091259,-0.087150176,0.25,0.4,0.45,1,88
310,2,46,-3,68,7,5,13,13,46,NA,3,11,NA,-1.50965048,-0.907997321,NA,0.03,0.11,1,NA
311,2,127,-3,74,8,4,13,13,127,14,30,30,-0.788370416,-0.367976785,-0.367976785,0.14,0.3,0.3,1,81
312,2,3,-1,56,6,1,13,13,3,14,NA,28,-0.788370416,NA,-0.410174465,0.14,NA,0.28,1,NA
313,2,49,-1,83,9,3,13,13,49,8,2,6,-1.06069784,-1.69019608,-1.194976603,0.08,0.02,0.06,1,NA
314,2,58,0,64,7,2,13,13,58,1,10,10,-1.995635195,-0.954242509,-0.954242509,0.01,0.1,0.1,1,NA
315,2,124,0,81,9,3,13,13,124,15,20,NA,-0.753327667,-0.602059991,NA,0.15,0.2,NA,1,NA
316,2,69,1,42,5,4,3,3,69,5,10,30,-1.278753601,-0.954242509,-0.367976785,0.05,0.1,0.3,1,88
317,2,101,1,71,8,7,26,26,101,17,25,32,-0.688629171,-0.477121255,-0.327358934,0.17,0.25,0.32,1,88
318,2,126,1,85,9,5,26,26,126,11,14,24,-0.907997321,-0.788370416,-0.500602351,0.11,0.14,0.24,1,85
319,2,53,2,95,10,5,26,26,53,8,16,32,-1.06069784,-0.720159303,-0.327358934,0.08,0.16,0.32,1,89
320,2,167,3,49,5,8,17,17,167,12,23,26,-0.865301426,-0.524762889,-0.454258372,0.12,0.23,0.26,1,79
321,2,174,3,54,6,9,17,17,174,22,23,38,-0.549671922,-0.524762889,-0.212608093,0.22,0.23,0.38,1,78
322,2,88,3,59,6,9,17,17,88,13,13,NA,-0.8255759,-0.8255759,NA,0.13,0.13,NA,1,79
323,2,134,3,62,7,1,26,26,134,10,23,32,-0.954242509,-0.524762889,-0.327358934,0.1,0.23,0.32,1,91
324,2,31,3,78,8,2,26,26,31,10,13,26,-0.954242509,-0.8255759,-0.454258372,0.1,0.13,0.26,1,87
325,2,63,3,89,9,3,26,26,63,9,14,18,-1.004798883,-0.788370416,-0.658541347,0.09,0.14,0.18,1,97
326,2,190,4,5,1,8,3,3,190,7,6,NA,-1.123384909,-1.194976603,NA,0.07,0.06,NA,1,94
327,2,6,4,22,3,7,3,3,6,18,18,24,-0.658541347,-0.658541347,-0.500602351,0.18,0.18,0.24,1,86
328,2,100,4,28,3,6,3,3,100,9,5,10,-1.004798883,-1.278753601,-0.954242509,0.09,0.05,0.1,1,90
329,2,93,4,60,6,9,17,17,93,23,26,45,-0.524762889,-0.454258372,-0.087150176,0.23,0.26,0.45,1,85
330,2,4,5,76,8,5,17,17,4,2,4,22,-1.69019608,-1.380211242,-0.549671922,0.02,0.04,0.22,1,89
331,2,76,5,90,9,4,17,17,76,16,23,26,-0.720159303,-0.524762889,-0.454258372,0.16,0.23,0.26,1,78
332,2,165,5,93,10,4,17,17,165,10,11,25,-0.954242509,-0.907997321,-0.477121255,0.1,0.11,0.25,1,78
333,2,107,5,94,10,4,17,17,107,16,14,25,-0.720159303,-0.788370416,-0.477121255,0.16,0.14,0.25,1,88
334,2,155,5,95,10,4,17,17,155,13,15,30,-0.8255759,-0.753327667,-0.367976785,0.13,0.15,0.3,1,85
335,2,78,5,97,10,3,17,17,78,24,32,50,-0.500602351,-0.327358934,0,0.24,0.32,0.5,1,87
336,2,160,5,100,10,3,17,17,160,25,29,NA,-0.477121255,-0.388860351,NA,0.25,0.29,NA,1,75
337,2,202,6,15,2,2,16,27,16,2,4,5,-1.69019608,-1.380211242,-1.278753601,0.02,0.04,0.05,1,97
338,2,139,6,64,7,6,17,17,139,16,13,26,-0.720159303,-0.8255759,-0.454258372,0.16,0.13,0.26,1,81
339,2,1,6,78,8,5,17,17,1,17,18,30,-0.688629171,-0.658541347,-0.367976785,0.17,0.18,0.3,1,81
340,2,179,6,83,9,5,17,17,179,20,30,60,-0.602059991,-0.367976785,0.176091259,0.2,0.3,0.6,1,78
341,2,118,6,96,10,3,17,17,118,28,27,41,-0.410174465,-0.431959096,-0.158068155,0.28,0.27,0.41,1,75
342,2,191,6,100,10,3,17,17,191,28,27,38,-0.410174465,-0.431959096,-0.212608093,0.28,0.27,0.38,1,77
343,2,35,7,86,9,2,17,17,35,15,23,23,-0.753327667,-0.524762889,-0.524762889,0.15,0.23,0.23,1,78
344,2,131,7,97,10,3,17,17,131,25,26,28,-0.477121255,-0.454258372,-0.410174465,0.25,0.26,0.28,1,78
345,2,83,8,6,1,9,16,16,83,5,2,9,-1.278753601,-1.69019608,-1.004798883,0.05,0.02,0.09,1,90
346,2,164,8,11,2,9,16,16,164,7,8,15,-1.123384909,-1.06069784,-0.753327667,0.07,0.08,0.15,1,92
347,2,14,9,41,5,3,21,21,14,6,10,14,-1.194976603,-0.954242509,-0.788370416,0.06,0.1,0.14,1,85
348,2,198,9,70,7,5,6,6,198,4,3,4,-1.380211242,-1.50965048,-1.380211242,0.04,0.03,0.04,1,91
349,2,149,10,29,3,2,21,21,149,3,5,18,-1.50965048,-1.278753601,-0.658541347,0.03,0.05,0.18,1,77
350,2,114,10,40,4,3,21,21,114,4,8,14,-1.380211242,-1.06069784,-0.788370416,0.04,0.08,0.14,1,86
351,2,62,10,61,7,5,6,6,62,14,11,20,-0.788370416,-0.907997321,-0.602059991,0.14,0.11,0.2,1,89
352,2,27,10,96,10,2,6,6,27,16,8,24,-0.720159303,-1.06069784,-0.500602351,0.16,0.08,0.24,1,93
353,2,164,12,1,1,8,21,21,164,3,12,8,-1.50965048,-0.865301426,-1.06069784,0.03,0.12,0.08,1,91
354,2,141,12,19,2,6,21,21,141,6,NA,14,-1.194976603,NA,-0.788370416,0.06,NA,0.14,1,83
355,2,108,12,22,3,6,21,21,108,2,3,12,-1.69019608,-1.50965048,-0.865301426,0.02,0.03,0.12,1,96
356,2,67,12,23,3,6,21,21,67,16,31,58,-0.720159303,-0.347487397,0.140178703,0.16,0.31,0.58,1,83
357,2,139,13,9,1,8,21,21,139,1,NA,NA,-1.995635195,NA,NA,0.01,NA,NA,1,88
358,2,201,13,93,10,2,1,27,27,21,30,43,-0.575407797,-0.367976785,-0.1224064,0.21,0.3,0.43,1,81
359,2,8,14,17,2,9,21,21,8,2,5,22,-1.69019608,-1.278753601,-0.549671922,0.02,0.05,0.22,1,84
360,2,57,14,42,5,3,22,22,57,22,30,52,-0.549671922,-0.367976785,0.034762106,0.22,0.3,0.52,1,82
361,2,95,14,86,9,2,1,1,95,21,35,56,-0.575407797,-0.268845312,0.104735351,0.21,0.35,0.56,1,82
362,2,109,15,70,7,8,7,7,109,14,28,46,-0.788370416,-0.410174465,-0.069635928,0.14,0.28,0.46,1,89
363,2,33,15,88,9,10,7,7,33,16,23,30,-0.720159303,-0.524762889,-0.367976785,0.16,0.23,0.3,1,91
364,2,28,15,99,10,1,1,1,28,15,22,23,-0.753327667,-0.549671922,-0.524762889,0.15,0.22,0.23,1,82
365,2,102,16,57,6,7,7,7,102,10,16,26,-0.954242509,-0.720159303,-0.454258372,0.1,0.16,0.26,1,84
366,2,86,16,73,8,8,7,7,86,37,60,68,-0.231138825,0.176091259,0.327358934,0.37,0.6,0.68,1,85
367,2,197,16,81,9,9,7,7,197,37,46,70,-0.231138825,-0.069635928,0.367976785,0.37,0.46,0.7,1,93
368,2,30,16,93,10,10,7,7,30,15,14,26,-0.753327667,-0.788370416,-0.454258372,0.15,0.14,0.26,1,95
369,2,67,17,17,2,8,22,22,67,21,27,32,-0.575407797,-0.431959096,-0.327358934,0.21,0.27,0.32,1,73
370,2,104,17,30,3,1,12,12,104,14,10,22,-0.788370416,-0.954242509,-0.549671922,0.14,0.1,0.22,1,90
371,2,190,17,31,4,1,12,12,190,14,13,26,-0.788370416,-0.8255759,-0.454258372,0.14,0.13,0.26,1,81
372,2,58,17,43,5,2,12,12,58,3,2,4,-1.50965048,-1.69019608,-1.380211242,0.03,0.02,0.04,1,NA
373,2,80,17,52,6,5,7,7,80,20,22,24,-0.602059991,-0.549671922,-0.500602351,0.2,0.22,0.24,1,83
374,2,26,17,60,6,4,7,7,26,37,39,80,-0.231138825,-0.194265228,0.602059991,0.37,0.39,0.8,1,84
375,2,137,17,63,7,4,7,7,137,29,35,66,-0.388860351,-0.268845312,0.288065018,0.29,0.35,0.66,1,86
376,2,139,17,79,8,2,7,7,139,29,39,56,-0.388860351,-0.194265228,0.104735351,0.29,0.39,0.56,1,91
377,2,201,17,98,10,10,14,27,27,21,26,41,-0.575407797,-0.454258372,-0.158068155,0.21,0.26,0.41,1,81
378,2,109,17,100,10,10,14,14,109,24,27,38,-0.500602351,-0.431959096,-0.212608093,0.24,0.27,0.38,1,82
379,2,101,18,35,4,1,12,12,101,5,13,14,-1.278753601,-0.8255759,-0.788370416,0.05,0.13,0.14,1,83
380,2,123,18,42,5,2,12,12,123,1,6,NA,-1.995635195,-1.194976603,NA,0.01,0.06,NA,1,95
381,2,181,18,57,6,5,7,7,181,21,14,34,-0.575407797,-0.788370416,-0.288065018,0.21,0.14,0.34,1,91
382,2,125,18,58,6,4,7,7,125,20,19,26,-0.602059991,-0.629731418,-0.454258372,0.2,0.19,0.26,1,92
383,2,22,19,31,4,4,12,12,22,5,2,4,-1.278753601,-1.69019608,-1.380211242,0.05,0.02,0.04,1,93
384,2,182,19,59,6,6,14,14,182,15,32,50,-0.753327667,-0.327358934,0,0.15,0.32,0.5,1,95
385,2,90,19,79,8,8,14,14,90,26,32,54,-0.454258372,-0.327358934,0.069635928,0.26,0.32,0.54,1,85
386,2,106,19,89,9,9,14,14,106,26,31,48,-0.454258372,-0.347487397,-0.034762106,0.26,0.31,0.48,1,84
387,2,130,19,100,10,10,14,14,130,20,32,50,-0.602059991,-0.327358934,0,0.2,0.32,0.5,1,91
388,2,38,20,32,4,4,12,12,38,7,7,16,-1.123384909,-1.123384909,-0.720159303,0.07,0.07,0.16,1,90
389,2,37,20,34,4,3,12,12,37,2,1,4,-1.69019608,-1.995635195,-1.380211242,0.02,0.01,0.04,1,95
390,2,3,20,57,6,6,14,14,3,29,42,60,-0.388860351,-0.140178703,0.176091259,0.29,0.42,0.6,1,87
391,2,29,20,64,7,7,14,14,29,28,28,42,-0.410174465,-0.410174465,-0.140178703,0.28,0.28,0.42,1,86
392,2,2,21,28,3,9,12,12,2,5,17,30,-1.278753601,-0.688629171,-0.367976785,0.05,0.17,0.3,1,100
393,2,0,21,92,10,11,2,2,0,29,NA,NA,-0.388860351,NA,NA,0.29,NA,NA,1,NA
394,2,75,22,8,1,7,12,12,75,3,2,4,-1.50965048,-1.69019608,-1.380211242,0.03,0.02,0.04,1,94
395,2,53,22,43,5,2,20,20,53,8,22,24,-1.06069784,-0.549671922,-0.500602351,0.08,0.22,0.24,1,92
396,2,91,22,92,10,1,14,14,91,19,23,40,-0.629731418,-0.524762889,-0.176091259,0.19,0.23,0.4,1,86
397,2,183,23,25,3,4,20,20,183,4,11,18,-1.380211242,-0.907997321,-0.658541347,0.04,0.11,0.18,1,89
398,2,64,23,26,3,4,20,20,64,25,28,40,-0.477121255,-0.410174465,-0.176091259,0.25,0.28,0.4,1,96
399,2,100,24,30,3,3,20,20,100,10,17,26,-0.954242509,-0.688629171,-0.454258372,0.1,0.17,0.26,1,90
400,2,202,24,32,4,3,20,27,20,9,9,28,-1.004798883,-1.004798883,-0.410174465,0.09,0.09,0.28,1,94
401,2,127,25,4,1,6,20,20,127,19,30,50,-0.629731418,-0.367976785,0,0.19,0.3,0.5,1,88
402,2,164,25,21,3,8,20,20,164,18,27,41,-0.658541347,-0.431959096,-0.158068155,0.18,0.27,0.41,1,100
403,2,38,25,27,3,8,20,20,38,20,40,58,-0.602059991,-0.176091259,0.140178703,0.2,0.4,0.58,1,NA
404,2,25,26,47,5,4,2,2,25,21,16,23,-0.575407797,-0.720159303,-0.524762889,0.21,0.16,0.23,1,87
405,2,50,26,48,5,4,2,2,50,22,13,20,-0.549671922,-0.8255759,-0.602059991,0.22,0.13,0.2,1,87
406,2,200,26,49,5,4,2,2,200,9,13,23,-1.004798883,-0.8255759,-0.524762889,0.09,0.13,0.23,1,87
407,2,109,26,50,5,4,2,2,109,15,9,20,-0.753327667,-1.004798883,-0.602059991,0.15,0.09,0.2,1,88
408,2,75,27,7,1,5,24,24,75,15,12,24,-0.753327667,-0.865301426,-0.500602351,0.15,0.12,0.24,1,75
409,2,58,28,3,1,5,24,24,58,15,29,40,-0.753327667,-0.388860351,-0.176091259,0.15,0.29,0.4,1,77
410,2,35,29,87,9,1,11,11,35,18,16,46,-0.658541347,-0.720159303,-0.069635928,0.18,0.16,0.46,1,85
411,2,106,30,29,3,8,24,24,106,5,15,24,-1.278753601,-0.753327667,-0.500602351,0.05,0.15,0.24,1,80
412,2,40,31,5,1,5,15,15,40,8,4,8,-1.06069784,-1.380211242,-1.06069784,0.08,0.04,0.08,1,94
413,2,69,31,9,1,4,15,15,69,3,5,2,-1.50965048,-1.278753601,-1.69019608,0.03,0.05,0.02,1,135
414,2,202,31,49,5,5,4,27,4,1,1,2,-1.995635195,-1.995635195,-1.69019608,0.01,0.01,0.02,1,NA
415,2,202,31,76,8,7,4,27,4,5,3,6,-1.278753601,-1.50965048,-1.194976603,0.05,0.03,0.06,1,135
416,2,74,31,82,9,8,4,4,74,8,6,16,-1.06069784,-1.194976603,-0.720159303,0.08,0.06,0.16,1,84
417,2,75,32,13,2,4,15,15,75,2,3,18,-1.69019608,-1.50965048,-0.658541347,0.02,0.03,0.18,1,88
418,2,202,32,85,9,8,4,27,4,1,1,2,-1.995635195,-1.995635195,-1.69019608,0.01,0.01,0.02,1,135
419,2,52,32,91,10,9,4,4,52,9,14,30,-1.004798883,-0.788370416,-0.367976785,0.09,0.14,0.3,1,86
420,2,33,33,31,4,8,15,15,33,5,5,10,-1.278753601,-1.278753601,-0.954242509,0.05,0.05,0.1,1,90
421,2,202,33,48,5,4,4,27,4,1,1,2,-1.995635195,-1.995635195,-1.69019608,0.01,0.01,0.02,1,NA
422,2,172,33,87,9,1,4,4,172,15,9,28,-0.753327667,-1.004798883,-0.410174465,0.15,0.09,0.28,1,91
423,2,43,33,95,10,9,18,18,43,10,28,40,-0.954242509,-0.410174465,-0.176091259,0.1,0.28,0.4,1,97
424,2,158,34,29,3,8,15,15,158,14,NA,15,-0.788370416,NA,-0.753327667,0.14,NA,0.15,1,84
425,2,64,34,35,4,9,15,15,64,12,22,25,-0.865301426,-0.549671922,-0.477121255,0.12,0.22,0.25,1,83
426,2,31,34,47,5,4,4,4,31,3,3,22,-1.50965048,-1.50965048,-0.549671922,0.03,0.03,0.22,1,NA
427,2,7,34,85,9,1,4,4,7,18,11,24,-0.658541347,-0.907997321,-0.500602351,0.18,0.11,0.24,1,86
428,2,119,35,44,5,10,15,15,119,2,13,32,-1.69019608,-0.8255759,-0.327358934,0.02,0.13,0.32,1,133
429,2,150,35,75,8,7,18,18,150,24,20,NA,-0.500602351,-0.602059991,NA,0.24,0.2,NA,1,93
430,2,202,36,9,1,3,23,27,23,26,52,64,-0.454258372,0.034762106,0.249877473,0.26,0.52,0.64,1,92
431,2,158,36,35,4,1,23,23,158,29,35,58,-0.388860351,-0.268845312,0.140178703,0.29,0.35,0.58,1,92
432,2,202,36,41,5,10,15,27,15,4,4,8,-1.380211242,-1.380211242,-1.06069784,0.04,0.04,0.08,1,96
433,2,33,36,50,5,5,18,18,33,7,12,40,-1.123384909,-0.865301426,-0.176091259,0.07,0.12,0.4,1,89
434,2,120,36,58,6,5,18,18,120,21,26,46,-0.575407797,-0.454258372,-0.069635928,0.21,0.26,0.46,1,99
435,2,15,36,90,9,8,18,18,15,2,8,19,-1.69019608,-1.06069784,-0.629731418,0.02,0.08,0.19,1,91
436,2,92,38,55,6,3,18,18,92,5,6,16,-1.278753601,-1.194976603,-0.720159303,0.05,0.06,0.16,1,94
437,2,189,38,78,8,1,18,18,189,5,16,40,-1.278753601,-0.720159303,-0.176091259,0.05,0.16,0.4,1,93
438,2,31,39,27,3,1,5,5,31,4,10,22,-1.380211242,-0.954242509,-0.549671922,0.04,0.1,0.22,1,84
439,2,77,39,51,6,4,10,10,77,26,25,40,-0.454258372,-0.477121255,-0.176091259,0.26,0.25,0.4,1,77
440,2,62,39,56,6,5,10,10,62,26,35,62,-0.454258372,-0.268845312,0.212608093,0.26,0.35,0.62,1,79
441,2,48,40,13,2,2,5,5,48,12,10,30,-0.865301426,-0.954242509,-0.367976785,0.12,0.1,0.3,1,88
442,2,18,40,17,2,2,5,5,18,15,29,58,-0.753327667,-0.388860351,0.140178703,0.15,0.29,0.58,1,90
443,2,119,40,18,2,2,5,5,119,3,1,6,-1.50965048,-1.995635195,-1.194976603,0.03,0.01,0.06,1,97
444,2,202,40,30,3,1,5,27,5,2,3,11,-1.69019608,-1.50965048,-0.907997321,0.02,0.03,0.11,1,NA
445,2,68,41,37,4,7,5,5,68,20,13,44,-0.602059991,-0.8255759,-0.104735351,0.2,0.13,0.44,1,88
